37.9 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0
42.2 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0
47.3 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1
54.8 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1
43.1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0
32.1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0
40.3 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0
46.7 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0
18.8 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
22.1 0 0 1 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0
41.4 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0
58.1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1
39.3 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0
23.8 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0
34.3 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0
50.5 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1
70.1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1
37.4 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0
42.3 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1
47.7 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0
29.3 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0
51.6 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1
24.6 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
47.9 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1
38.8 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0
27 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0
56.2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1
33.6 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0
47 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0
57.1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1
22.1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
25 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0
34.2 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0
49.3 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0
55.1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0
27.3 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0
22.9 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0
25.3 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
47.7 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1
46.2 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1
15.9 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
18.2 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
34.7 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0
34.1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0
53.9 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1
38.3 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1
42 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1
61.5 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0
13.4 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
13.2 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
44.2 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0
20.7 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1
27 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0
38.9 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0
51.7 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1
13.7 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
41.9 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0
53.5 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0
22.6 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
42.4 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0
21.3 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0
63.2 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1
27.7 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0
55 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1
25.3 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1
44.3 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1
50.7 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0
56.8 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0
36.2 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0
42 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1
59 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1
40.8 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0
36.3 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0
20 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
54.4 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0
29.5 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
36.8 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0
25.6 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0
29.8 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0
26.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
40.3 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1
36.8 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0
48.1 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0
17.7 1 0 0 0 1 0 1 0 0 1 0 0 1 0 0 1 0 0
43.7 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1
50.8 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1
27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
18.3 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
48 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
25.3 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0
45.4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
43.2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
21.8 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0
16.1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
41 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0
